# File: A32XYZ.sector.csv,,,,,,
# Title:  Paper&Pulp sector default supplysector information (units and logit exponents),,,,,,
# Units: In file,,,,,,
# Column types: ccccicc,,,,,,
# ----------,,,,,,
supplysector,output.unit,input.unit,price.unit,logit.exponent,final.energy,logit.type
Paper and pulp,Mt,EJ or Mt,123$/kg,,industry,
